chr_n;pos_ini;pos_end;n_genes;n_su;n_su_lista;n_su_pssm
chr7;75340869;75341476;22;0;0;0
chr7;75711586;75712144;19;2;2;0
chr7;75931746;75932015;20;0;0;0
chr7;76115419;76115794;19;1;0;1
chr7;76613515;76613871;18;1;0;1
chr7;76875532;76875881;16;1;1;0
chr7;77165938;77166174;10;0;0;0
chr7;77466545;77466975;9;0;0;0
chr7;78018655;78018966;6;0;0;0
chr7;78078036;78078707;5;1;0;1
chr7;78492550;78493049;2;1;1;0
chr7;80096014;80096645;5;2;1;1
chr7;80461325;80461805;6;1;1;0
chr7;80506015;80506740;6;1;1;0
chr7;80547674;80548241;6;0;0;0
chr7;80552391;80552950;6;3;3;0
chr7;81100138;81100920;6;1;0;1
chr7;81120145;81120576;6;2;2;0
chr7;81129020;81129363;6;0;0;0
chr7;81796697;81797367;4;1;1;0
chr7;82436045;82436765;3;0;0;0
chr7;82676180;82676531;4;0;0;0
chr7;83258816;83259261;3;1;1;0
chr7;83782296;83782849;4;5;4;1
chr7;83824138;83824627;3;0;0;0
chr7;84001007;84001880;3;2;2;0
chr7;84987141;84987518;2;5;5;0
chr7;86594134;86594907;11;2;1;1
chr7;86741195;86741657;11;3;2;1
chr7;86970627;86971131;13;3;3;0
chr7;87762259;87762508;13;0;0;0
chr7;87779230;87779591;13;1;1;0
chr7;87847267;87847686;12;1;1;0
chr7;89663387;89663902;7;0;0;0
chr7;90878412;90878758;11;2;1;1
chr7;91313057;91313630;14;4;3;1
chr7;92324556;92324955;18;2;2;0
chr7;92861255;92861955;17;2;2;0
chr7;93677633;93678125;14;2;2;0
chr7;93680360;93680776;14;3;2;1
chr7;93834906;93835309;12;1;1;0
chr7;94079325;94079917;13;3;3;0
chr7;95618435;95619002;11;4;4;0
chr7;97583413;97583847;14;2;2;0
chr7;98817626;98817945;50;1;1;0
chr7;98927044;98927445;48;2;2;0
chr7;99214430;99214465;60;0;0;0
chr7;99291691;99292171;63;2;2;0
chr7;99420690;99421219;66;2;1;1
chr7;99716920;99717139;73;0;0;0
chr7;99824206;99824640;76;2;1;1
chr7;100034183;100034517;78;0;0;0
chr7;100193954;100194541;68;1;1;0
chr7;100675723;100676453;58;5;3;2
chr7;100676467;100676478;58;0;0;0
chr7;100676530;100676785;58;4;2;2
chr7;100677679;100678277;58;2;2;0
chr7;100679026;100679562;58;1;1;0
chr7;100682234;100683146;57;1;1;0
chr7;100683184;100683613;57;0;0;0
chr7;100684445;100685071;57;2;1;1
chr7;101194562;101194997;42;0;0;0
chr7;101360911;101361246;39;1;1;0
chr7;101588432;101588922;35;2;1;1
chr7;101589240;101589613;35;1;1;0
chr7;102906436;102906901;28;2;1;1
chr7;104261870;104262229;9;0;0;0
chr7;104838848;104839198;10;0;0;0
chr7;104986686;104987022;10;3;3;0
chr7;107121319;107121801;16;2;2;0
chr7;107352409;107352922;17;3;1;2
chr7;107498889;107499255;17;1;1;0
chr7;107587902;107588329;18;0;0;0
chr7;107607112;107607863;18;1;0;1
chr7;107651208;107651833;18;0;0;0
chr7;107657080;107658043;18;4;4;0
chr7;108226128;108226856;13;6;5;1
chr7;110082273;110082953;2;1;1;0
chr7;110317484;110317953;2;0;0;0
chr7;110320247;110320626;2;2;1;1
chr7;110321766;110322621;2;1;0;1
chr7;111298457;111299076;6;1;1;0
chr7;111509207;111509946;8;1;1;0
chr7;111845586;111846004;9;3;0;3
chr7;112350323;112350949;9;3;3;0
chr7;112350978;112351507;9;1;1;0
chr7;113532843;113533349;6;1;1;0
chr7;114084123;114084724;4;2;2;0
chr7;114997300;114997735;5;1;1;0
chr7;115778957;115779781;9;0;0;0
chr7;115801770;115802261;9;3;3;0
chr7;116185957;116186488;12;0;0;0
chr7;116339320;116339783;12;0;0;0
chr7;116516784;116517302;13;1;1;0
chr7;116589005;116589618;13;4;4;0
chr7;116882212;116882964;14;3;3;0
chr7;117449866;117450342;10;3;1;2
chr7;117531781;117532363;10;1;1;0
chr7;121191060;121191398;10;0;0;0
chr7;123321357;123321785;13;1;1;0
chr7;123915315;123915944;10;5;4;1
chr7;123951168;123951405;10;1;1;0
chr7;124119936;124120576;10;3;3;0
chr7;124897171;124897637;2;1;1;0
chr7;126540951;126541562;7;2;0;2
chr7;126698593;126699328;8;0;0;0
chr7;127502556;127502982;21;2;0;2
chr7;127583962;127584518;22;3;3;0
chr7;127643829;127644230;23;2;2;0
chr7;127645853;127646359;23;1;1;0
chr7;127683922;127684560;23;3;3;0
chr7;128467974;128468587;23;2;1;1
chr7;128471616;128472074;24;2;0;2
chr7;129010584;129011004;26;3;3;0
chr7;129093542;129094050;27;0;0;0
chr7;129914964;129915507;19;1;1;0
chr7;130008892;130009358;19;3;2;1
chr7;131253742;131254113;6;1;1;0
chr7;131267169;131267610;6;2;2;0
chr7;131280356;131280816;6;0;0;0
chr7;131289101;131289568;6;2;2;0
chr7;131572737;131573226;5;0;0;0
chr7;131708964;131709428;5;2;2;0
chr7;131719546;131720142;5;2;0;2
chr7;131891349;131891802;5;4;3;1
chr7;131891985;131892402;5;2;2;0
chr7;131939785;131940459;6;2;2;0
chr7;132086468;132087284;6;5;3;2
chr7;132095272;132095587;6;0;0;0
chr7;132101491;132102296;6;4;4;0
chr7;132104365;132104842;6;1;1;0
chr7;132122201;132122822;6;3;1;2
chr7;132800290;132800654;4;3;3;0
chr7;133070894;133071623;6;5;3;2
chr7;133122214;133122810;6;4;2;2
chr7;133127353;133127992;7;1;1;0
chr7;133187215;133187714;7;2;2;0
chr7;133716798;133717438;10;2;1;1
chr7;133747245;133747628;10;1;0;1
chr7;133816583;133817097;10;1;1;0
chr7;134174812;134175298;15;0;0;0
chr7;135242274;135242743;17;6;4;2
chr7;135385985;135386514;15;2;2;0
chr7;135453156;135453695;15;2;2;0
chr7;135614466;135614876;16;0;0;0
chr7;135717966;135718623;15;1;1;0
chr7;135718797;135719392;15;1;1;0
chr7;135922063;135922520;11;4;2;2
chr7;136394629;136395000;8;2;2;0
chr7;137139769;137140246;5;0;0;0
chr7;137220181;137220796;6;3;3;0
chr7;137512560;137512947;9;3;3;0
chr7;137625446;137625846;10;2;1;1
chr7;137633795;137634246;10;2;2;0
chr7;137638571;137639055;10;2;0;2
chr7;137805743;137806288;11;0;0;0
chr7;138351119;138351643;18;0;0;0
chr7;139365549;139366005;21;3;3;0
chr7;139618033;139618617;21;1;1;0
chr7;139747953;139748455;20;1;0;1
chr7;140030991;140031515;18;2;1;1
chr7;140573229;140573665;20;2;2;0
chr7;140623301;140623757;22;2;1;1
chr7;141102158;141102994;23;2;2;0
chr7;143579061;143579633;40;2;0;2
chr7;143602222;143602667;39;5;3;2
chr7;143799201;143799607;34;5;4;1
chr7;145175563;145175985;2;1;0;1
chr7;148198554;148199102;13;2;1;1
chr7;148720687;148721357;17;2;2;0
chr7;149604437;149604888;29;2;2;0
chr7;150326590;150327043;40;1;1;0
chr7;150448850;150449120;39;3;3;0
chr7;150489020;150489534;38;2;1;1
chr7;150661756;150662244;37;0;0;0
chr7;150664970;150665563;37;2;1;1
chr7;150689830;150690213;37;2;2;0
chr7;150691684;150692214;37;1;1;0
chr7;150754922;150755419;38;0;0;0
chr7;150839644;150840041;39;1;0;1
chr7;151361362;151361791;30;1;0;1
chr7;151362409;151362867;30;0;0;0
chr7;151364208;151364805;30;2;1;1
chr7;151387668;151388197;30;1;1;0
chr7;151389872;151390435;30;1;0;1
chr7;152225733;152226023;6;0;0;0
chr7;152481976;152482441;6;1;1;0
chr7;154077758;154078272;6;0;0;0
chr7;156635465;156635840;12;1;1;0
chr7;157403274;157403687;11;2;1;1
chr7;158228751;158229537;7;0;0;0
chr7_gl000195_random;30232;33697
chr8;302560;302978;7;2;1;1
chr8;950914;951224;11;1;0;1
chr8;1128832;1129493;10;3;3;0
chr8;1136308;1136833;10;1;0;1
chr8;1337428;1337802;8;2;1;1
chr8;1643889;1644221;6;2;2;0
chr8;1995605;1996459;6;6;5;1
chr8;2002168;2002650;6;1;1;0
chr8;2021212;2021615;6;0;0;0
chr8;2021791;2022370;6;3;1;2
chr8;2480212;2481172;6;3;2;1
chr8;2645670;2646364;6;0;0;0
chr8;2696998;2697523;5;0;0;0
chr8;3412062;3412663;1;3;3;0
chr8;3543524;3544023;1;0;0;0
chr8;3745818;3746377;1;1;1;0
chr8;4128197;4128718;1;2;2;0
chr8;4131174;4131790;1;4;4;0
chr8;4328804;4329332;1;0;0;0
chr8;4373192;4373847;1;0;0;0
chr8;4469455;4470005;1;5;4;1
chr8;5827108;5827284;7;0;0;0
chr8;5827314;5827957;7;3;2;1
chr8;5834979;5835511;8;2;2;0
chr8;8118009;8118693;25;4;3;1
chr8;8120248;8120952;25;2;1;1
chr8;8122249;8122781;25;1;1;0
chr8;8408300;8408917;16;2;0;2
chr8;8959770;8960557;9;1;1;0
chr8;8992261;8992989;9;3;1;2
chr8;9013167;9013711;9;1;1;0
chr8;9021870;9022456;9;1;1;0
chr8;9149259;9149735;8;1;1;0
chr8;9160693;9161249;8;3;2;1
chr8;10634232;10635180;18;3;3;0
chr8;10943809;10944338;25;2;1;1
chr8;11429853;11430479;28;2;0;2
chr8;11445839;11445928;28;0;0;0
chr8;11489185;11489646;28;2;1;1
chr8;11564119;11564518;27;0;0;0
chr8;11599056;11599398;27;0;0;0
chr8;11711144;11711676;24;3;2;1
chr8;11799594;11800190;24;1;1;0
chr8;11806855;11807530;25;2;1;1
chr8;12671224;12671942;16;2;1;1
chr8;12855816;12856440;11;1;1;0
chr8;12979475;12980053;9;0;0;0
chr8;13071995;13072549;7;3;2;1
chr8;13078248;13078783;7;1;1;0
chr8;13122244;13122729;7;1;1;0
chr8;13173444;13173805;7;3;3;0
chr8;13176180;13176841;6;4;4;0
chr8;13229830;13230300;6;2;2;0
chr8;13289931;13290614;6;4;3;1
chr8;14178061;14178404;3;1;1;0
chr8;16517108;16517805;11;0;0;0
chr8;16547269;16547878;11;1;1;0
chr8;16717591;16718056;10;0;0;0
chr8;17465990;17466628;15;3;3;0
chr8;17941946;17942409;14;0;0;0
chr8;18411461;18411931;11;2;1;1
chr8;18674187;18674685;9;5;3;2
chr8;18724441;18724889;9;1;1;0
chr8;18904375;18904958;8;2;0;2
chr8;20142019;20142595;7;2;2;0
chr8;20594277;20595023;7;0;0;0
chr8;20597234;20597740;7;2;1;1
chr8;20672893;20673518;6;3;2;1
chr8;21199663;21200056;16;1;0;1
chr8;21490106;21490595;24;1;0;1
chr8;22397090;22397472;36;2;1;1
chr8;22540184;22540565;39;2;0;2
chr8;22831671;22832107;39;1;0;1
chr8;22844471;22844848;39;1;0;1
chr8;23284669;23285517;27;4;2;2
chr8;23331716;23332208;27;1;0;1
chr8;23365794;23366245;27;3;2;1
chr8;23582312;23582639;19;4;3;1
chr8;24224804;24225337;13;1;0;1
chr8;24367018;24367474;14;1;1;0
chr8;24511511;24512100;11;3;3;0
chr8;25131976;25132421;9;3;2;1
chr8;25140738;25141272;9;2;2;0
chr8;25337989;25338573;9;3;3;0
chr8;25677840;25678117;11;0;0;0
chr8;25679783;25680296;11;3;1;2
chr8;25692604;25693016;11;5;4;1
chr8;26074652;26075078;11;2;1;1
chr8;26556898;26557674;14;4;4;0
chr8;26557814;26558381;14;2;2;0
chr8;26663817;26664195;16;2;1;1
chr8;26726620;26727115;17;6;4;2
chr8;27180120;27180797;20;6;3;3
chr8;28551098;28551856;15;1;1;0
chr8;28627848;28628236;15;2;2;0
chr8;28636360;28636854;14;1;0;1
chr8;28661831;28662282;14;0;0;0
chr8;28685193;28685765;13;3;3;0
chr8;28823068;28823522;12;1;0;1
chr8;28910439;28910844;11;7;4;3
chr8;28936071;28936569;12;3;3;0
chr8;29006110;29006664;13;1;1;0
chr8;29172035;29172703;13;2;2;0
chr8;29174308;29174888;13;2;2;0
chr8;29290130;29290670;12;3;1;2
chr8;29654756;29655575;13;6;5;1
chr8;29657868;29658323;13;1;1;0
chr8;29709421;29709930;14;2;2;0
chr8;30031151;30031692;14;2;1;1
chr8;30032100;30032595;14;0;0;0
chr8;30060104;30060503;14;0;0;0
chr8;30179094;30179491;13;1;1;0
chr8;30186326;30186799;13;1;1;0
chr8;30269530;30270157;12;3;2;1
chr8;32072697;32073159;1;2;1;1
chr8;33252741;33253882;6;7;4;3
chr8;33254678;33255225;6;1;0;1
chr8;33846690;33847203;5;1;1;0
chr8;35469615;35469785;2;0;0;0
chr8;35756624;35756920;3;2;1;1
chr8;36031757;36032221;3;1;1;0
chr8;36486629;36486846;3;2;2;0
chr8;37336571;37337269;20;3;1;2
chr8;37388216;37388687;21;0;0;0
chr8;37468553;37469028;21;3;2;1
chr8;37612217;37612679;22;5;2;3
chr8;37882685;37883046;25;1;1;0
chr8;38278218;38278681;26;0;0;0
chr8;38296678;38297340;26;5;1;4
chr8;38299902;38300287;26;2;1;1
chr8;38424475;38424914;26;2;1;1
chr8;38574188;38574890;26;1;1;0
chr8;38695958;38696579;24;2;1;1
chr8;39508823;39509342;12;1;0;1
chr8;39928160;39928872;8;4;3;1
chr8;40810004;40810649;10;2;1;1
chr8;41056547;41057308;10;3;1;2
chr8;41161774;41162122;11;3;1;2
chr8;41190176;41190932;11;3;2;1
chr8;41200144;41200486;12;2;1;1
chr8;41218176;41218769;12;4;2;2
chr8;41645304;41645917;18;1;1;0
chr8;42398398;42398805;22;2;2;0
chr8;42770847;42771249;18;5;3;2
chr8;48410198;48410629;5;1;0;1
chr8;48589899;48590420;5;2;0;2
chr8;49210798;49211546;8;8;7;1
chr8;49237237;49237816;8;1;1;0
chr8;49344696;49345200;8;1;0;1
chr8;49442021;49442587;8;2;2;0
chr8;49455174;49455632;9;0;0;0
chr8;49492918;49493412;9;2;2;0
chr8;49504129;49504738;9;2;1;1
chr8;49555755;49556450;9;2;2;0
chr8;49559540;49560116;9;3;2;1
chr8;49586521;49587104;9;1;0;1
chr8;49617743;49618170;9;3;2;1
chr8;51170012;51170520;2;3;2;1
chr8;53298272;53298708;8;1;0;1
chr8;53659963;53660568;9;4;4;0
chr8;54401064;54401686;10;3;1;2
chr8;54406453;54406943;10;3;2;1
chr8;54419066;54419582;10;2;2;0
chr8;55294288;55294739;10;0;0;0
chr8;55846295;55846860;12;1;1;0
chr8;55850242;55850901;12;2;2;0
chr8;56888516;56888877;13;3;2;1
chr8;56935918;56937148;13;3;3;0
chr8;56947150;56948033;13;3;3;0
chr8;57549242;57549694;10;2;2;0
chr8;58432901;58433284;4;3;2;1
chr8;59771068;59771509;6;0;0;0
chr8;59878761;59879317;6;2;1;1
chr8;60150437;60150949;6;3;2;1
chr8;60151359;60151989;6;5;5;0
chr8;60307334;60307925;6;5;5;0
chr8;61350359;61350856;4;1;1;0
chr8;61369509;61369982;4;2;2;0
chr8;61408995;61409271;4;0;0;0
chr8;62571405;62571737;4;0;0;0
chr8;62602277;62602730;4;4;4;0
chr8;63369741;63370218;6;5;3;2
chr8;65326729;65327194;2;2;1;1
chr8;66575424;66575884;12;0;0;0
chr8;66781079;66781543;14;3;1;2
chr8;67025351;67025866;19;1;1;0
chr8;67038867;67039667;19;3;2;1
chr8;67170006;67170416;20;2;2;0
chr8;67196300;67196750;20;4;3;1
chr8;68698248;68698876;12;3;3;0
chr8;68881066;68881512;8;0;0;0
chr8;70214487;70215007;7;1;0;1
chr8;70274500;70275031;6;2;2;0
chr8;70378783;70379463;6;0;0;0
chr8;70501674;70502066;8;1;0;1
chr8;73266769;73267360;10;3;2;1
chr8;74044092;74044513;11;0;0;0
chr8;74215989;74216806;12;4;3;1
chr8;74240494;74241014;13;1;1;0
chr8;74395799;74396226;13;2;1;1
chr8;75249636;75250136;11;2;2;0
chr8;75262437;75262913;11;0;0;0
chr8;75291792;75292291;11;1;1;0
chr8;75667772;75668176;11;2;1;1
chr8;76233518;76233885;6;2;2;0
chr8;76572096;76572698;4;3;3;0
chr8;76765690;76766210;4;4;3;1
chr8;79122559;79122904;3;1;1;0
chr8;80906974;80907372;7;4;4;0
chr8;80907630;80908296;7;4;3;1
chr8;81610528;81610903;13;5;4;1
chr8;81774925;81775310;15;1;1;0
chr8;81785025;81785048;15;0;0;0
chr8;81795989;81796372;15;0;0;0
chr8;82276646;82277178;13;2;2;0
chr8;82286982;82287723;13;4;2;2
chr8;82288733;82289289;13;0;0;0
chr8;83873247;83873815;0;1;0;1
chr8;84037672;84038319;0;2;2;0
chr8;84622700;84623177;1;3;3;0
chr8;84861244;84861747;1;0;0;0
chr8;86262348;86262948;16;5;3;2
chr8;89126930;89127366;3;1;1;0
chr8;89299056;89299456;3;3;3;0
chr8;89472100;89472619;3;1;1;0
chr8;89905671;89906096;2;1;1;0
chr8;91917424;91917792;11;1;1;0
chr8;92463484;92464031;8;0;0;0
chr8;93103054;93103600;5;3;3;0
chr8;93113419;93113793;5;2;0;2
chr8;93113854;93114147;5;1;0;1
chr8;93639911;93640557;5;2;2;0
chr8;93663933;93664498;5;2;1;1
chr8;94052090;94052432;10;2;1;1
chr8;94135761;94136454;9;3;3;0
chr8;94514179;94514824;14;1;1;0
chr8;94576660;94577079;15;1;1;0
chr8;94577813;94578287;15;2;2;0
chr8;94806793;94807397;17;3;2;1
chr8;95008106;95009020;20;4;3;1
chr8;95092459;95093157;19;4;1;3
chr8;96281698;96282212;16;2;1;1
chr8;97305532;97306296;7;2;2;0
chr8;97309878;97310253;7;1;1;0
chr8;97353676;97354268;7;3;3;0
chr8;97715712;97716214;8;1;1;0
chr8;98000986;98001456;10;0;0;0
chr8;98607070;98607518;13;1;1;0
chr8;98790060;98790498;12;0;0;0
chr8;98810577;98811289;12;0;0;0
chr8;98868712;98869132;12;3;3;0
chr8;99466333;99467006;12;0;0;0
chr8;100025046;100025761;12;4;3;1
chr8;100844598;100845047;12;2;1;1
chr8;101250462;101250835;12;2;0;2
chr8;101337944;101338655;12;1;1;0
chr8;101445795;101446438;12;5;3;2
chr8;101672532;101673059;13;4;1;3
chr8;102600122;102600608;10;0;0;0
chr8;102679925;102680251;10;2;1;1
chr8;102998652;102999081;10;2;1;1
chr8;103035821;103036389;11;1;1;0
chr8;103118654;103119171;11;3;3;0
chr8;103137085;103137472;11;1;0;1
chr8;103553545;103553897;17;1;0;1
chr8;104915828;104916261;13;0;0;0
chr8;105336948;105337451;10;3;3;0
chr8;105713015;105713601;6;3;3;0
chr8;106342399;106342763;6;3;2;1
chr8;106347671;106348243;6;0;0;0
chr8;106595838;106596222;4;1;0;1
chr8;106674924;106675333;3;2;1;1
chr8;108087395;108087887;4;3;3;0
chr8;108097829;108098451;4;3;3;0
chr8;108374944;108375556;5;2;0;2
chr8;108642821;108643531;7;3;2;1
chr8;108649034;108649912;7;4;4;0
chr8;108657838;108658274;7;5;5;0
chr8;108763617;108764361;7;2;1;1
chr8;109055087;109055564;5;5;4;1
chr8;110608188;110608559;9;2;2;0
chr8;112856190;112856707;1;2;2;0
chr8;113558680;113559218;1;4;2;2
chr8;113784445;113784988;2;1;0;1
chr8;116308129;116309082;1;1;1;0
chr8;116336759;116337186;1;0;0;0
chr8;116452510;116452830;1;0;0;0
chr8;117718469;117718892;7;2;2;0
chr8;118184305;118185113;7;1;0;1
chr8;118586801;118587262;9;1;1;0
chr8;118875779;118876179;7;1;1;0
chr8;118909481;118909998;6;3;3;0
chr8;119002735;119003489;6;3;2;1
chr8;119004706;119005333;6;2;1;1
chr8;119479941;119480406;8;0;0;0
chr8;120995989;120996294;11;1;0;1
chr8;121336743;121337184;9;0;0;0
chr8;121386025;121386660;9;1;1;0
chr8;122894727;122895366;2;3;1;2
chr8;123196249;123196891;5;1;1;0
chr8;123699233;123699834;12;2;1;1
chr8;123726274;123726813;12;2;2;0
chr8;123948311;123948796;14;1;0;1
chr8;123954384;123954987;14;0;0;0
chr8;124425411;124426076;15;2;2;0
chr8;124515359;124515997;18;5;3;2
chr8;124524336;124525000;18;2;2;0
chr8;124526297;124526790;18;2;1;1
chr8;124535010;124535342;18;2;1;1
chr8;124752821;124753311;20;2;2;0
chr8;125029792;125030236;21;1;1;0
chr8;125030481;125031185;21;1;1;0
chr8;125240508;125241145;20;2;2;0
chr8;125407089;125407673;17;0;0;0
chr8;125738624;125739221;14;2;1;1
chr8;125827270;125828018;13;1;1;0
chr8;125865832;125866505;12;0;0;0
chr8;126286058;126286596;11;0;0;0
chr8;126346124;126346914;11;2;2;0
chr8;126458951;126459718;10;4;2;2
chr8;126998024;126998619;5;0;0;0
chr8;127033820;127034437;5;5;4;1
chr8;127387424;127387867;2;0;0;0
chr8;127433818;127434315;3;2;1;1
chr8;127447334;127447788;3;4;2;2
chr8;127557187;127557925;2;4;1;3
chr8;127605799;127606423;2;2;2;0
chr8;128053995;128054547;4;4;4;0
chr8;128741069;128741594;3;4;2;2
chr8;128822401;128823026;3;2;1;1
chr8;129142088;129142617;3;0;0;0
chr8;129169442;129169921;3;2;2;0
chr8;130697583;130698188;3;5;2;3
chr8;131034007;131034368;4;3;2;1
chr8;131153399;131153903;4;0;0;0
chr8;131281323;131281982;4;2;1;1
chr8;131436446;131436815;4;1;1;0
chr8;131542766;131543348;4;4;2;2
chr8;131820962;131821392;3;1;1;0
chr8;132255612;132256076;7;1;0;1
chr8;132301709;132302292;7;1;1;0
chr8;132302670;132303027;7;3;3;0
chr8;133150534;133150925;10;1;1;0
chr8;133312450;133312719;12;1;1;0
chr8;133733042;133733513;13;4;3;1
chr8;133771327;133771767;13;2;2;0
chr8;133976311;133976689;13;3;2;1
chr8;134416441;134416787;9;1;0;1
chr8;134552136;134552795;9;2;0;2
chr8;134701902;134702523;8;2;0;2
chr8;135554695;135555131;3;4;3;1
chr8;135746801;135747495;2;4;2;2
chr8;135763268;135763748;2;3;3;0
chr8;135808457;135808948;2;3;3;0
chr8;135951118;135951780;2;5;4;1
chr8;135981403;135981836;2;6;2;4
chr8;136035961;136036489;2;3;3;0
chr8;136047979;136048401;2;2;2;0
chr8;136586187;136586723;2;0;0;0
chr8;137054000;137054424;1;4;3;1
chr8;137190016;137190703;1;7;5;2
chr8;138201936;138202429;1;4;3;1
chr8;138427082;138427496;1;0;0;0
chr8;139889168;139889699;4;2;1;1
chr8;141296063;141296791;9;2;1;1
chr8;141809226;141809755;11;4;4;0
chr8;142082477;142083032;10;3;2;1
chr8;142122942;142123215;10;0;0;0
chr8;142219316;142219957;10;3;2;1
chr8;142302619;142303170;11;2;1;1
chr8;142430413;142430896;11;1;0;1
chr8;143014769;143015373;19;1;0;1
chr8;143186062;143186471;22;0;0;0
chr8;143298665;143298932;22;0;0;0
chr8;144375878;144376446;57;1;0;1
chr8;144427751;144428417;57;2;1;1
chr8;144448571;144449220;58;0;0;0
chr8;144635707;144636092;68;1;1;0
chr8;145055283;145056343;75;0;0;0
chr9;47124;47359;7;1;0;1
chr9;354466;354844;8;1;1;0
chr9;546503;547182;8;2;0;2
chr9;1938424;1938791;7;0;0;0
chr9;2495611;2496029;6;1;1;0
chr9;2570690;2571185;6;2;1;1
chr9;2746435;2746959;6;0;0;0
chr9;2747481;2748049;6;0;0;0
chr9;3732633;3732991;9;2;1;1
chr9;3733375;3733829;9;1;0;1
chr9;4020298;4020746;11;1;0;1
chr9;4066136;4066568;11;0;0;0
chr9;6779543;6779942;10;1;1;0
chr9;6927568;6928430;9;4;2;2
chr9;7169669;7170073;7;2;2;0
chr9;8374359;8374797;2;2;1;1
chr9;8571561;8572234;2;2;2;0
chr9;9010477;9010988;1;2;1;1
chr9;9065319;9065845;1;4;3;1
chr9;9536395;9537217;1;2;1;1
chr9;9998526;9999023;1;1;1;0
chr9;10144363;10144790;1;2;0;2
chr9;10661821;10662302;1;3;2;1
chr9;10917600;10918042;1;4;4;0
chr9;10999625;11000227;1;3;3;0
chr9;11417681;11418157;1;3;3;0
chr9;11821667;11821961;2;1;0;1
chr9;11966867;11967326;2;1;1;0
chr9;12916007;12916483;3;1;1;0
chr9;13064228;13064783;3;1;1;0
chr9;16062504;16062857;6;1;1;0
chr9;16705235;16705838;5;2;1;1
chr9;16719806;16720498;5;1;1;0
chr9;16808786;16809626;5;1;1;0
chr9;17398193;17398666;3;1;1;0
chr9;18362911;18363313;8;2;0;2
chr9;18662174;18662902;10;5;4;1
chr9;18970415;18970952;9;1;1;0
chr9;19216437;19217099;9;3;2;1
chr9;19223594;19224212;9;3;3;0
chr9;20209364;20209915;13;0;0;0
chr9;20215452;20216064;13;4;3;1
chr9;20220927;20221420;14;1;1;0
chr9;20446214;20446647;21;2;2;0
chr9;20478626;20479301;20;0;0;0
chr9;21725229;21725904;25;1;1;0
chr9;23587342;23587818;2;1;1;0
chr9;23658775;23659358;2;1;0;1
chr9;24899315;24899938;2;1;1;0
chr9;27713023;27713549;10;2;1;1
chr9;33164349;33164853;23;0;0;0
chr9;33168056;33168477;23;1;1;0
chr9;34025054;34025562;39;2;1;1
chr9;34939849;34940293;55;1;1;0
chr9;35657647;35658176;46;1;0;1
chr9;36501498;36502120;34;1;0;1
chr9;36892207;36892756;23;1;0;1
chr9;37913400;37913884;19;1;0;1
chr9;37936903;37937425;19;1;0;1
chr9;37997635;37997987;19;1;1;0
chr9;38001070;38001531;19;2;2;0
chr9;38047736;38048242;18;4;2;2
chr9;38051299;38051885;18;3;2;1
chr9;38226569;38226922;19;3;1;2
chr9;38482705;38483249;17;0;0;0
chr9;38499553;38499933;17;0;0;0
chr9;38651280;38651888;13;2;1;1
chr9;38677521;38678174;13;0;0;0
chr9;45479231;45479580;7;1;0;1
chr9;65626293;65626788;1;0;0;0
chr9;69234389;69235039;7;2;1;1
chr9;70884316;70885022;15;3;2;1
chr9;71033213;71033612;16;0;0;0
chr9;71072686;71073158;17;2;2;0
chr9;71241504;71241802;16;1;1;0
chr9;71243279;71244513;16;4;4;0
chr9;71589489;71590048;16;1;1;0
chr9;71746015;71746550;16;1;1;0
chr9;71888013;71888433;16;3;2;1
chr9;71922506;71923147;14;2;0;2
chr9;72195503;72195912;14;1;0;1
chr9;73006109;73006496;8;3;3;0
chr9;74595434;74595836;9;1;1;0
chr9;74605243;74605848;9;2;1;1
chr9;74907763;74908279;10;4;4;0
chr9;76918667;76919188;6;4;3;1
chr9;77370310;77370781;6;3;2;1
chr9;78505362;78505733;8;1;0;1
chr9;78874108;78874611;6;3;2;1
chr9;78990015;78990383;6;2;1;1
chr9;79131293;79131634;7;1;1;0
chr9;79577744;79578127;8;3;3;0
chr9;80625972;80626627;6;2;2;0
chr9;80896293;80896605;5;1;0;1
chr9;82062720;82063153;1;2;2;0
chr9;82655230;82655883;1;0;0;0
chr9;83838995;83839655;2;2;2;0
chr9;84211825;84212437;2;4;4;0
chr9;84295286;84296118;2;2;1;1
chr9;84466155;84466838;2;7;6;1
chr9;85412447;85412987;6;3;2;1
chr9;85509428;85509904;7;6;6;0
chr9;85710505;85711379;9;1;1;0
chr9;85800277;85801044;9;3;2;1
chr9;86175308;86175802;10;2;2;0
chr9;86490379;86491013;11;4;2;2
chr9;86840956;86841509;10;2;1;1
chr9;86957973;86958470;10;0;0;0
chr9;86996367;86996889;10;1;1;0
chr9;87017383;87017954;10;4;2;2
chr9;87449898;87450421;7;3;2;1
chr9;87508281;87509058;7;1;1;0
chr9;87535998;87536539;7;1;1;0
chr9;87659772;87660219;5;1;1;0
chr9;87765373;87765715;5;0;0;0
chr9;87767474;87767821;5;3;3;0
chr9;88209215;88209689;7;2;2;0
chr9;88362872;88363241;7;3;1;2
chr9;88655580;88656260;7;5;3;2
chr9;88801977;88802541;8;1;1;0
chr9;89251542;89251993;9;2;2;0
chr9;90172868;90173336;8;1;0;1
chr9;90599255;90599649;7;2;0;2
chr9;91415051;91415596;11;1;1;0
chr9;92058944;92059512;9;1;1;0
chr9;92762303;92762680;7;3;2;1
chr9;92900140;92900590;6;2;2;0
